0.46, 1.07, 0
5.77, -1.65, 0
2.88, -4.43, 0
6.03, 3.02, 0
-3.20, -1.71, 0
4.91, 5.11, 0
-0.25, 1.70, 0
0.45, 1.10, 0
-2.39, 1.20, 0
-2.31, 1.28, 0
-0.62, -4.53, 0
-0.89, 1.82, 0
0.19, 1.43, 0
-7.36, 4.90, 0
-3.71, 7.44, 0
3.86, -3.91, 0
1.91, -4.72, 0
-7.00, 5.30, 0
4.47, -3.42, 0
-1.44, 1.74, 0
-2.09, 1.44, 0
6.36, 0.84, 0
0.85, -4.81, 0
-2.23, 1.34, 0
2.11, -4.68, 0
0.15, 1.46, 0
-3.27, -0.66, 0
2.76, 6.95, 0
-0.86, -4.44, 0
1.38, -4.80, 0
-3.20, -0.20, 0
-0.41, 1.75, 0
-0.22, 1.68, 0
2.39, 7.14, 0
1.39, -4.80, 0
2.49, 7.09, 0
0.53, 0.42, 0
-1.14, 1.80, 0
-0.28, -4.64, 0
-0.63, -4.53, 0
-5.83, 6.32, 0
-0.43, 1.76, 0
0.56, 0.70, 0
0.50, 0.98, 0
-1.61, 1.69, 0
-1.67, -3.98, 0
5.93, -1.30, 0
5.77, -1.65, 0
-6.39, 5.88, 0
-8.76, 2.61, 0
-5.90, -3.39, 1
-0.51, -0.96, 1
-2.77, -6.94, 1
2.26, 3.46, 1
-0.77, -7.72, 1
-5.55, 2.08, 1
-0.48, -1.03, 1
-3.50, -6.47, 1
2.52, -1.07, 1
-3.68, -6.34, 1
-5.76, 1.67, 1
1.18, 4.28, 1
1.58, -1.70, 1
1.46, 4.12, 1
4.15, -7.27, 1
3.37, -7.56, 1
-0.09, -1.51, 1
-5.74, -3.76, 1
-4.14, -5.94, 1
-2.38, 4.61, 1
3.16, 0.05, 1
6.14, -6.08, 1
1.49, 4.10, 1
2.43, -7.79, 1
-5.28, 2.50, 1
5.84, -6.32, 1
-5.97, -3.21, 1
1.81, -1.60, 1
1.66, 3.99, 1
3.25, 0.49, 1
0.30, -1.72, 1
9.23, -1.16, 1
2.15, -1.40, 1
-3.12, 4.33, 1
-0.24, -1.38, 1
-0.27, 4.76, 1
1.82, -1.60, 1
-5.98, -3.18, 1
3.52, -7.51, 1
3.24, 0.40, 1
-5.08, -4.89, 1
-4.94, 2.93, 1
-5.74, -3.76, 1
-4.62, 3.28, 1
0.60, -1.80, 1
0.31, -1.72, 1
-5.38, 2.36, 1
-6.30, -0.12, 1
-1.76, 4.75, 1
6.40, -5.87, 1
